City,State,Zip,Country
Lakemore,OH,44250,USA
Buckner,MO,64016,USA
Bayfield,CO,81122,USA
Fairfax,IA,52228,USA
Tamworth,NH,3886,USA
East Prairie,MO,63845,USA
Dale,WI,54931,USA
Chandler,OK,74834,USA
Winnebago,IL,61088,USA
Akron,NY,14001,USA
Ferris,TX,75125,USA
Winner,SD,57580,USA
Wimberley,TX,78676,USA
Florida,NY,10921,USA
Hamilton,TX,76531,USA
Licking,MO,65542,USA
Pittsford,VT,5763,USA
New Hope,AL,35760,USA
Brighton,TN,38011,USA
Columbus,KS,66725,USA
Havana,IL,62644,USA
Lake Orion,MI,48359,USA
Manistique,MI,49854,USA
Mount Morris,NY,14510,USA
Filer,ID,83328,USA
Springfield,KY,40069,USA
Northfield,MA,1360,USA
Cherry Valley,IL,61016,USA
Atkins,AR,72823,USA
Taft,TX,78390,USA
Abingdon,IL,61410,USA
DeQuincy,LA,70633,USA
Mountain Iron,MN,55768,USA
Hillsville,VA,24343,USA
Windsor,VA,23487,USA
Medina,WA,98039,USA
Chevy Chase,MD,20815,USA
Lindsay,OK,73052,USA
Ball Ground,GA,30107,USA
Seward,AK,99664,USA
Mamou,LA,70554,USA
Shandaken,NY,12480,USA
Ocean View,DE,19970,USA
Rice Lake,WI,54868,USA
Williston,SC,29853,USA
Almont,MI,48003,USA
Brazoria,TX,77422,USA
Fayetteville,WV,25840,USA
Knob Noster,MO,65336,USA
Clarksville,TX,75426,USA
Lagrange,OH,44050,USA
Marietta,OK,73448,USA
Pearisburg,VA,24134,USA
Caledonia,MN,55921,USA
Windsor,MO,65360,USA
Dodge Center,MN,55927,USA
Donalsonville,GA,31745,USA
Bradford,VT,5033,USA
Knoxville,IL,61448,USA
Norway,MI,49870,USA
Ovid,NY,14521,USA
Albany,MN,56307,USA
Blue Hill,ME,4614,USA
Eatonville,WA,98328,USA
Montgomery City,MO,63361,USA
Providence,KY,42450,USA
Mount Morris,IL,61054,USA
Glen Rose,TX,76043,USA
Osage City,KS,66523,USA
Van,TX,75790,USA
Vienna,GA,31092,USA
Onawa,IA,51040,USA
Voorheesville,NY,12186,USA
Abernathy,TX,79311,USA
Portageville,MO,63873,USA
Greenville,WI,54942,USA
Weed,CA,96094,USA
Poplarville,MS,39470,USA
Fayette,MO,65248,USA
Pembroke,NC,28372,USA
Townsend,DE,19734,USA
Thornton,NH,3285,USA
Stroud,OK,74079,USA
Ithaca,MI,48847,USA
Brent,AL,35034,USA
Federalsburg,MD,21632,USA
Owensville,MO,65066,USA
Eufaula,OK,74432,USA
Frisco,CO,80443,USA
Woodbury,TN,37190,USA
Eutaw,AL,35462,USA
Madrid,IA,50156,USA
Grundy Center,IA,50638,USA
Mexico,ME,4257,USA
Kewaunee,WI,54216,USA
Forsyth,MO,65653,USA
Heyworth,IL,61745,USA
Oak Harbor,OH,43449,USA
Davis,OK,73030,USA
Gramercy,LA,70052,USA
New Tazewell,TN,37824,USA
Mangum,OK,73554,USA
Bonifay,FL,32425,USA
Sibley,IA,51249,USA
Clinton,NJ,8809,USA
Madison,WV,25130,USA
Minot,ME,4258,USA
Thomaston,ME,4861,USA
Sag Harbor,NY,11963,USA
Oronogo,MO,64855,USA
Barnesville,MN,56514,USA
Jemison,AL,35085,USA
Cape May,NJ,8204,USA
Santa Rosa,NM,88435,USA
Mogadore,OH,44260,USA
Waynesville,OH,45068,USA
Cokato,MN,55321,USA
Colfax,WA,99111,USA
Centerville,IN,47330,USA
Kingston Springs,TN,37082,USA
Stephentown,NY,12168,USA
Bellows Falls,VT,5101,USA
Unadilla,GA,31091,USA
Bloomfield,IA,52537,USA
Milton,WV,25541,USA
Loudonville,OH,44842,USA
Evansville,WY,82636,USA
Lodi,OH,44254,USA
Gosnell,AR,72319,USA
Coxsackie,NY,12051,USA
Saint Marys,KS,66536,USA
Rising Sun,MD,21911,USA
Chichester,NH,3258,USA
Strasburg,OH,44680,USA
Abbeville,GA,31001,USA
Newton,IL,62448,USA
New Durham,NH,3855,USA
Westmoreland,TN,37186,USA
Pottsboro,TX,75076,USA
Guyton,GA,31312,USA
Friendship,WI,53934,USA
Refugio,TX,78377,USA
Middlefield,OH,44062,USA
New Richmond,OH,45157,USA
Bridgeville,DE,19933,USA
Monticello,GA,31064,USA
Friday Harbor,WA,98250,USA
Russell Springs,KY,42642,USA
Clarion,IA,50525,USA
Canton,MO,63435,USA
Cazenovia,NY,13035,USA
Big Lake,TX,76932,USA
Galena,KS,66739,USA
Verona,MS,38879,USA
Honeoye Falls,NY,14472,USA
La Grange,NC,28551,USA
Follansbee,WV,26037,USA
Monterey,TN,38574,USA
Northville,MI,48167,USA
Lagrange,IN,46761,USA
Burns,OR,97720,USA
Hallettsville,TX,77964,USA
Keego Harbor,MI,48320,USA
Roseau,MN,56751,USA
Jasper,FL,32052,USA
Hillsboro,KS,67063,USA
Montpelier,ID,83254,USA
El Paso,IL,61738,USA
Troy,TX,76579,USA
Sharon,CT,6069,USA
Fair Haven,VT,5743,USA
Savanna,IL,61074,USA
Lovettsville,VA,20180,USA
Centreville,AL,35042,USA
Elm Springs,AR,72728,USA
West Bloomfield,NY,14585,USA
North Kingsville,OH,44068,USA
Warsaw,NC,28398,USA
Versailles,OH,45380,USA
Schulenburg,TX,78956,USA
Cadiz,KY,42211,USA
Eminence,KY,40019,USA
Acton,ME,4001,USA
Guilford,NY,13780,USA
Kalona,IA,52247,USA
Sandusky,MI,48471,USA
Abita Springs,LA,70420,USA
Pawnee,IL,62558,USA
Sutter Creek,CA,95685,USA
Vassar,MI,48768,USA
Sardinia,NY,14134,USA
Gorham,NH,3581,USA
Thermopolis,WY,82443,USA
Lena,IL,61048,USA
Bonners Ferry,ID,83805,USA
Victor,NY,14564,USA
Hamilton,IL,62341,USA
Stigler,OK,74462,USA
Hartford,AL,36344,USA
Hammond,WI,54015,USA
East Tawas,MI,48730,USA
Edcouch,TX,78538,USA
Pembroke,GA,31321,USA
Cohasset,MN,55721,USA
Madison,NH,3849,USA
Wentworth,NC,27375,USA
Bono,AR,72416,USA
Windsor,ME,4363,USA
Covington,IN,47932,USA
Tipton,MO,65081,USA
Luverne,AL,36049,USA
Rhinebeck,NY,12572,USA
Liberty,NC,27298,USA
Mattawan,MI,49071,USA
Foley,MN,56329,USA
Antrim,NH,3440,USA
Ashippun,WI,53003,USA
Missouri Valley,IA,51555,USA
Dayton,OR,97114,USA
Bushnell,IL,61422,USA
Rock Rapids,IA,51246,USA
Godley,TX,76044,USA
Berne,NY,12023,USA
Dublin,VA,24084,USA
Dennison,OH,44621,USA
Jefferson,ME,4348,USA
Hawarden,IA,51023,USA
Norton,KS,67654,USA
Alturas,CA,96101,USA
Readfield,ME,4355,USA
Hardwick,MA,1037,USA
Tobaccoville,NC,27050,USA
Stanton,TX,79782,USA
Franklinton,NC,27525,USA
Trenton,IL,62293,USA
New Madrid,MO,63869,USA
Butler,IN,46721,USA
Searsport,ME,4974,USA
West Branch,IA,52358,USA
Ferrisburgh,VT,5456,USA
Owens Cross Roads,AL,35763,USA
Glenwood,MN,56334,USA
Monroe City,MO,63456,USA
Fairmount,IN,46928,USA
Durham,NY,12422,USA
Pearl River,LA,70452,USA
Mont Vernon,NH,3057,USA
Royston,GA,30662,USA
Arcadia,LA,71001,USA
New Town,ND,58763,USA
Bethel,OH,45106,USA
Christopher,IL,62822,USA
Ruidoso Downs,NM,88346,USA
Strafford,MO,65757,USA
Fillmore,UT,84631,USA
Clearwater,KS,67026,USA
Hoisington,KS,67544,USA
Brookville,IN,47012,USA
Fairview,OK,73737,USA
Monticello,FL,32344,USA
Loris,SC,29569,USA
Hartford,KY,42347,USA
Fredericktown,OH,43019,USA
Denmark,NY,13631,USA
Rollinsford,NH,3869,USA
Saint George,ME,4857,USA
Charleston,AR,72933,USA
Homer,LA,71040,USA
Hudson,IA,50643,USA
Harriman,NY,10926,USA
Palmer Lake,CO,80133,USA
Louisa,KY,41230,USA
Bethel,ME,4217,USA
Sylva,NC,28779,USA
Marshville,NC,28103,USA
Monroe,UT,84754,USA
Saint Henry,OH,45883,USA
Williamsburg,OH,45176,USA
Putney,VT,5346,USA
Landrum,SC,29356,USA
Garland,UT,84312,USA
Lithonia,GA,30038,USA
Hampton,SC,29924,USA
Eldora,IA,50627,USA
Versailles,MO,65084,USA
Romulus,NY,14541,USA
Burlington,KS,66839,USA
Salem,NY,12865,USA
Hoxie,AR,72433,USA
Leadville,CO,80461,USA
Silver Creek,NY,14136,USA
Valentine,NE,69201,USA
Kendall,NY,14476,USA
Yorkville,NY,13495,USA
Sumner,IL,62466,USA
Knox,NY,12107,USA
Ravenel,SC,29470,USA
Sylvania,GA,30467,USA
Pelican Rapids,MN,56572,USA
Santa Claus,IN,47579,USA
East Montpelier,VT,5651,USA
Winneconne,WI,54986,USA
Bellevue,ID,83313,USA
